Run,Assay Type,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Platform,ReleaseDate,SRA Study,BioSample,Organism,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioProject,Bytes,create_date,version,AvgSpotLen,Bases,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,Strain,BioSampleModel,geo_loc_name,Host,Isolation_Source,Lat_Lon,collected_by,Host_disease,Isolate,Sample_Name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,Submitter_Id,ENA_first_public,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Type,ArrayExpress-SPECIES,MLST,common_name,AssemblyName,Subject_ID,COUNTRY,geographic_location_(country_and/or_sea),Genotype,TREATMENT,isolate_name_alias,sra_title (run),host_scientific_name,host_health_state,Time,specific_host,source_name,Drug_concentration_ug/ml,Bank,Generations,GEO_Accession (exp),TEST,REPLICATE,MLST#,supplier_name,host_status,Sample_Description,ref_biomaterial,isol_growth_condt,num_replicons,project_name,env_broad_scale,env_local_scale,env_medium,anonymized_name,host_sex,ArrayExpress-STRAIN_OR_LINE,Serovar,BIOMATERIAL_PROVIDER,geographic_location_(region_and_locality),MLST#_Scheme,isolation-source,Host_age,gssr_id (exp),gssr_id (run),instrument_name (run),lsid (exp),lsid (run),material_type (exp),molecular_indexing_scheme (run),project (exp),project (run),run_barcode (run),run_name (run),work_request (exp),work_request (run),flowcell_barcode (run),lane (run),read_group_id (run),read_group_platform_unit (run),media,analysis_type (exp),analysis_type (run),library_type (exp),library_type (run),bio_material,host_associated,Broker_name,CULTURE_COLLECTION,host_description,antibiotic,TimePoint,platform_model,nat-host,host_tissue_sampled,Concentration,geographic_location_(country_and/or_sea,_region),isolation_type,passage_history,product_order (exp),product_order (run),product_part_number (exp),product_part_number (run),research_project (exp),research_project (run),ArrayExpress-Sex,gender,type-material,Temp,alternate_id,Sample_id,root_sample_id (exp),root_sample_id (run),sample_id (exp),sample_id (run),exposure,Library,Specimen_voucher
SRR13327180,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754317,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182378,Acinetobacter baumannii,A1709,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",PRJNA688598,251808304,2020-12-30T02:42:00Z,1,454,359920554,A1709,2017-06-06,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,body fluid,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,7 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327181,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754316,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182377,Acinetobacter baumannii,A1708,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,302393694,2020-12-30T02:42:00Z,1,421,445199634,A1708,2017-06-04,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,wound,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,7 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327182,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754315,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182376,Acinetobacter baumannii,A1707,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",PRJNA688598,272901654,2020-12-30T02:42:00Z,1,442,394225070,A1707,2017-05-09,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,15 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327183,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754314,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182375,Acinetobacter baumannii,A1706,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,371416525,2020-12-30T02:45:00Z,1,348,536366285,A1706,2017-02-04,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,11 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327184,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754313,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182401,Acinetobacter baumannii,A1832,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,377632683,2020-12-30T02:42:00Z,1,499,531098887,A1832,2018-12-01,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,4 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327185,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754312,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182374,Acinetobacter baumannii,A1705,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,408463520,2020-12-30T02:43:00Z,1,337,633695887,A1705,2017-01-18,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,11 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327186,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754311,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182400,Acinetobacter baumannii,A1831,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,306857462,2020-12-30T02:42:00Z,1,489,432423229,A1831,2018-11-17,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,5 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327187,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754310,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182399,Acinetobacter baumannii,A1830,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,284907056,2020-12-30T02:42:00Z,1,392,423194453,A1830,2018-02-24,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,7 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327188,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754309,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182398,Acinetobacter baumannii,A1829,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA688598,92080496,2020-12-30T02:46:00Z,1,436,133791063,A1829,2018-09-14,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327189,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754308,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182397,Acinetobacter baumannii,A1828,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA688598,299813428,2020-12-30T02:43:00Z,1,367,453402993,A1828,2018-05-08,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327190,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754307,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182396,Acinetobacter baumannii,A1827,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,404227742,2020-12-30T02:43:00Z,1,435,581987055,A1827,2018-04-02,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,5 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327191,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754306,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182395,Acinetobacter baumannii,A1826,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,251801563,2020-12-30T02:42:00Z,1,434,345048691,A1826,2018-08-11,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,2 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327192,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754305,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182394,Acinetobacter baumannii,A1825,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA688598,259156290,2020-12-30T02:42:00Z,1,450,372193683,A1825,2018-09-14,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,BAL,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,3 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327193,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754304,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182393,Acinetobacter baumannii,A1824,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",PRJNA688598,319528524,2020-12-30T02:43:00Z,1,386,471835905,A1824,2018-09-15,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,BAL,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,5 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327194,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754303,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182392,Acinetobacter baumannii,A1823,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,400697222,2020-12-30T02:43:00Z,1,428,583822636,A1823,2018-09-15,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,BAL,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,5 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327195,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754302,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182391,Acinetobacter baumannii,A1822,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",PRJNA688598,41077718,2020-12-30T02:41:00Z,1,367,58384479,A1822,2018-07-22,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,21 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327196,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754301,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182373,Acinetobacter baumannii,A1704,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",PRJNA688598,416449545,2020-12-30T02:43:00Z,1,396,621250422,A1704,2016-11-15,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,Tissue,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,15 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327197,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754300,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182390,Acinetobacter baumannii,A1821,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",PRJNA688598,34444786,2020-12-30T02:42:00Z,1,325,50306165,A1821,2018-07-17,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,16 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327198,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754299,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182389,Acinetobacter baumannii,A1820,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,282934535,2020-12-30T02:43:00Z,1,422,400998473,A1820,2018-02-12,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,15 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327199,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754298,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182388,Acinetobacter baumannii,A1819,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",PRJNA688598,297452515,2020-12-30T02:43:00Z,1,389,438528245,A1819,2018-02-05,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,9 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327200,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754297,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182387,Acinetobacter baumannii,A1818,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",PRJNA688598,331786329,2020-12-30T02:43:00Z,1,398,480411364,A1818,2018-02-21,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,4 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327201,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754296,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182386,Acinetobacter baumannii,A1817,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",PRJNA688598,380805656,2020-12-30T02:43:00Z,1,422,536510938,A1817,2018-04-02,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,8 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327202,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754295,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182385,Acinetobacter baumannii,A1816,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,389202712,2020-12-30T02:48:00Z,1,402,556194838,A1816,2018-05-22,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,CVP Blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,5 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327203,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754294,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182384,Acinetobacter baumannii,A1815,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,394816548,2020-12-30T02:49:00Z,1,385,567177430,A1815,2018-07-01,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,5 y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327204,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754293,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182383,Acinetobacter baumannii,A1814,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PRJNA688598,312434375,2020-12-30T02:43:00Z,1,443,446558233,A1814,2018-07-08,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,6 M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327205,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754292,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182382,Acinetobacter baumannii,A1813,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",PRJNA688598,323499650,2020-12-30T02:43:00Z,1,386,492374854,A1813,2018-10-26,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,blood,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,5 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327206,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754291,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182381,Acinetobacter baumannii,A1712,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",PRJNA688598,257301596,2020-12-30T02:43:00Z,1,429,375946958,A1712,2017-07-08,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,BAL,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,12 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13327207,WGS,CHILDREN'S CANCER HOSPITAL - EGYPT 57357 (CCHE57357),public,SRX9754290,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,ILLUMINA,2021-09-29T00:00:00Z,SRP299747,SAMN17182372,Acinetobacter baumannii,A1703,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",PRJNA688598,410351149,2020-12-30T02:44:00Z,1,386,632485961,A1703,2016-10-14,Egypt,Africa,,Pathogen.cl,Egypt:Cairo,Homo sapiens,BAL,30.0227294 N 31.237891 E,Children's Cancer Hospital - Egypt 57357,Cancer,Pediatric Cancer Patient,,,,,,,,,,,,,,,,,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,7 Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
